series,description,week_start,demand_units,trend_13_week_centered_ma,seasonal_component,residual
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-07-25,780,514.62,-42.56,307.94
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-08-01,441,535.54,-265.29,170.75
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-08-08,477,572.00,65.29,-160.29
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-08-15,297,583.15,209.64,-495.79
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-08-22,776,575.38,157.98,42.63
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-08-29,396,535.77,-122.09,-17.67
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-09-05,449,497.92,-45.48,-3.44
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-09-12,663,472.31,108.83,81.86
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-09-19,710,569.54,72.25,68.21
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-09-26,404,578.54,-188.44,13.90
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-10-03,163,657.69,-271.83,-222.87
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-10-10,683,667.46,-58.48,74.02
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-10-17,234,693.15,-425.98,-33.17
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-10-24,447,710.38,-3.17,-260.21
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-10-31,1705,,101.29,
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-11-07,594,,431.67,
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-11-14,1326,,-234.17,
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-11-21,903,,1032.21,
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-11-28,730,,350.14,
85123A,CREAM HANGING HEART T-LIGHT HOLDER,2011-12-05,673,,-166.09,
85099B,JUMBO BAG RED RETROSPOT,2009-11-30,1198,,-19.11,
85099B,JUMBO BAG RED RETROSPOT,2009-12-07,1233,,-443.11,
85099B,JUMBO BAG RED RETROSPOT,2009-12-14,1304,,-702.34,
85099B,JUMBO BAG RED RETROSPOT,2009-12-21,36,,-741.96,
85099B,JUMBO BAG RED RETROSPOT,2009-12-28,0,,,
85099B,JUMBO BAG RED RETROSPOT,2010-01-04,1152,,649.73,
85099B,JUMBO BAG RED RETROSPOT,2010-01-11,929,768.85,-155.69,315.84
85099B,JUMBO BAG RED RETROSPOT,2010-01-18,627,734.77,-61.96,-45.81
85099B,JUMBO BAG RED RETROSPOT,2010-01-25,864,701.46,31.58,130.96
85099B,JUMBO BAG RED RETROSPOT,2010-02-01,478,643.85,55.77,-221.62
85099B,JUMBO BAG RED RETROSPOT,2010-02-08,547,712.54,-328.65,163.11
85099B,JUMBO BAG RED RETROSPOT,2010-02-15,1014,757.77,188.31,67.92
85099B,JUMBO BAG RED RETROSPOT,2010-02-22,613,701.15,-56.04,-32.12
85099B,JUMBO BAG RED RETROSPOT,2010-03-01,755,707.08,-96.04,143.96
85099B,JUMBO BAG RED RETROSPOT,2010-03-08,800,708.46,-15.50,107.04
85099B,JUMBO BAG RED RETROSPOT,2010-03-15,555,760.38,245.54,-450.93
85099B,JUMBO BAG RED RETROSPOT,2010-03-22,929,816.46,342.50,-229.96
85099B,JUMBO BAG RED RETROSPOT,2010-03-29,588,850.85,-18.50,-244.35
85099B,JUMBO BAG RED RETROSPOT,2010-04-05,416,820.85,-153.23,-251.62
85099B,JUMBO BAG RED RETROSPOT,2010-04-12,1006,832.15,-48.11,221.96
85099B,JUMBO BAG RED RETROSPOT,2010-04-19,645,829.77,-247.42,62.65
85099B,JUMBO BAG RED RETROSPOT,2010-04-26,1539,843.38,105.19,590.42
85099B,JUMBO BAG RED RETROSPOT,2010-05-03,1207,854.23,-46.07,398.84
85099B,JUMBO BAG RED RETROSPOT,2010-05-10,994,841.31,287.58,-134.89
85099B,JUMBO BAG RED RETROSPOT,2010-05-17,624,904.92,-32.19,-248.73
85099B,JUMBO BAG RED RETROSPOT,2010-05-24,760,925.85,-12.11,-153.73
85099B,JUMBO BAG RED RETROSPOT,2010-05-31,724,915.00,-347.57,156.57
85099B,JUMBO BAG RED RETROSPOT,2010-06-07,977,962.77,52.96,-38.73
85099B,JUMBO BAG RED RETROSPOT,2010-06-14,696,891.92,-20.07,-175.85
85099B,JUMBO BAG RED RETROSPOT,2010-06-21,761,854.92,-53.84,-40.08
85099B,JUMBO BAG RED RETROSPOT,2010-06-28,1415,849.62,256.89,308.50
85099B,JUMBO BAG RED RETROSPOT,2010-07-05,688,816.15,169.58,-297.73
85099B,JUMBO BAG RED RETROSPOT,2010-07-12,865,757.77,-197.88,305.11
85099B,JUMBO BAG RED RETROSPOT,2010-07-19,1266,847.31,91.77,326.92
85099B,JUMBO BAG RED RETROSPOT,2010-07-26,618,873.15,-329.07,73.92
85099B,JUMBO BAG RED RETROSPOT,2010-08-02,726,905.62,-27.92,-151.69
85099B,JUMBO BAG RED RETROSPOT,2010-08-09,925,963.62,172.31,-210.93
85099B,JUMBO BAG RED RETROSPOT,2010-08-16,189,986.92,-220.19,-577.73
85099B,JUMBO BAG RED RETROSPOT,2010-08-23,1,1012.08,-347.50,-663.58
85099B,JUMBO BAG RED RETROSPOT,2010-08-30,1888,1089.00,187.19,611.81
85099B,JUMBO BAG RED RETROSPOT,2010-09-06,1313,1052.00,-174.31,435.31
85099B,JUMBO BAG RED RETROSPOT,2010-09-13,1118,1044.08,-177.65,251.57
85099B,JUMBO BAG RED RETROSPOT,2010-09-20,1515,1049.23,480.77,-15.00
85099B,JUMBO BAG RED RETROSPOT,2010-09-27,1718,1141.62,135.31,441.07
85099B,JUMBO BAG RED RETROSPOT,2010-10-04,1015,1220.54,624.89,-830.43
85099B,JUMBO BAG RED RETROSPOT,2010-10-11,1865,1314.54,147.46,403.00
85099B,JUMBO BAG RED RETROSPOT,2010-10-18,785,1303.69,-350.92,-167.77
85099B,JUMBO BAG RED RETROSPOT,2010-10-25,515,1268.23,-686.65,-66.58
85099B,JUMBO BAG RED RETROSPOT,2010-11-01,793,1215.08,-426.11,4.04
85099B,JUMBO BAG RED RETROSPOT,2010-11-08,2126,1112.46,1009.50,4.04
85099B,JUMBO BAG RED RETROSPOT,2010-11-15,1215,980.31,230.66,4.04
85099B,JUMBO BAG RED RETROSPOT,2010-11-22,1223,1007.92,211.04,4.04
85099B,JUMBO BAG RED RETROSPOT,2010-11-29,1747,881.77,861.19,4.04
85099B,JUMBO BAG RED RETROSPOT,2010-12-06,852,867.08,-19.11,4.04
85099B,JUMBO BAG RED RETROSPOT,2010-12-13,427,866.08,-443.11,4.04
85099B,JUMBO BAG RED RETROSPOT,2010-12-20,181,879.31,-702.34,4.04
85099B,JUMBO BAG RED RETROSPOT,2010-12-27,0,737.92,-741.96,4.04
85099B,JUMBO BAG RED RETROSPOT,2011-01-03,1374,720.23,649.73,4.04
85099B,JUMBO BAG RED RETROSPOT,2011-01-10,225,688.46,-155.69,-307.77
85099B,JUMBO BAG RED RETROSPOT,2011-01-17,594,602.08,-61.96,53.88
85099B,JUMBO BAG RED RETROSPOT,2011-01-24,502,593.31,31.58,-122.89
85099B,JUMBO BAG RED RETROSPOT,2011-01-31,965,679.54,55.77,229.69
85099B,JUMBO BAG RED RETROSPOT,2011-02-07,288,771.69,-328.65,-155.04
85099B,JUMBO BAG RED RETROSPOT,2011-02-14,985,856.54,188.31,-59.85
85099B,JUMBO BAG RED RETROSPOT,2011-02-21,810,825.85,-56.04,40.19
85099B,JUMBO BAG RED RETROSPOT,2011-02-28,624,855.92,-96.04,-135.89
85099B,JUMBO BAG RED RETROSPOT,2011-03-07,738,852.46,-15.50,-98.96
85099B,JUMBO BAG RED RETROSPOT,2011-03-14,1548,843.46,245.54,459.00
85099B,JUMBO BAG RED RETROSPOT,2011-03-21,1379,798.46,342.50,238.04
85099B,JUMBO BAG RED RETROSPOT,2011-03-28,1103,869.08,-18.50,252.42
85099B,JUMBO BAG RED RETROSPOT,2011-04-04,975,868.54,-153.23,259.69
85099B,JUMBO BAG RED RETROSPOT,2011-04-11,616,878.00,-48.11,-213.89
85099B,JUMBO BAG RED RETROSPOT,2011-04-18,549,851.00,-247.42,-54.58
85099B,JUMBO BAG RED RETROSPOT,2011-04-25,385,862.15,105.19,-582.35
85099B,JUMBO BAG RED RETROSPOT,2011-05-02,380,816.85,-46.07,-390.77
85099B,JUMBO BAG RED RETROSPOT,2011-05-09,1206,775.46,287.58,142.96
85099B,JUMBO BAG RED RETROSPOT,2011-05-16,978,753.38,-32.19,256.81
85099B,JUMBO BAG RED RETROSPOT,2011-05-23,933,783.31,-12.11,161.81
85099B,JUMBO BAG RED RETROSPOT,2011-05-30,273,769.08,-347.57,-148.50
85099B,JUMBO BAG RED RETROSPOT,2011-06-06,883,783.23,52.96,46.81
85099B,JUMBO BAG RED RETROSPOT,2011-06-13,959,795.15,-20.07,183.92
85099B,JUMBO BAG RED RETROSPOT,2011-06-20,841,846.69,-53.84,48.15
85099B,JUMBO BAG RED RETROSPOT,2011-06-27,816,859.54,256.89,-300.43
85099B,JUMBO BAG RED RETROSPOT,2011-07-04,1364,888.62,169.58,305.81
85099B,JUMBO BAG RED RETROSPOT,2011-07-11,431,925.92,-197.88,-297.04
85099B,JUMBO BAG RED RETROSPOT,2011-07-18,733,960.08,91.77,-318.85
85099B,JUMBO BAG RED RETROSPOT,2011-07-25,540,934.92,-329.07,-65.85
85099B,JUMBO BAG RED RETROSPOT,2011-08-01,1050,918.15,-27.92,159.77
85099B,JUMBO BAG RED RETROSPOT,2011-08-08,1373,981.69,172.31,219.00
85099B,JUMBO BAG RED RETROSPOT,2011-08-15,1356,990.38,-220.19,585.81
85099B,JUMBO BAG RED RETROSPOT,2011-08-22,1418,1093.85,-347.50,671.65
85099B,JUMBO BAG RED RETROSPOT,2011-08-29,717,1133.54,187.19,-603.73
85099B,JUMBO BAG RED RETROSPOT,2011-09-05,556,1157.54,-174.31,-427.23
85099B,JUMBO BAG RED RETROSPOT,2011-09-12,741,1162.15,-177.65,-243.50
85099B,JUMBO BAG RED RETROSPOT,2011-09-19,1667,1163.15,480.77,23.07
85099B,JUMBO BAG RED RETROSPOT,2011-09-26,929,1226.69,135.31,-433.00
85099B,JUMBO BAG RED RETROSPOT,2011-10-03,2709,1245.62,624.89,838.50
85099B,JUMBO BAG RED RETROSPOT,2011-10-10,947,1194.46,147.46,-394.93
85099B,JUMBO BAG RED RETROSPOT,2011-10-17,1045,1220.08,-350.92,175.84
85099B,JUMBO BAG RED RETROSPOT,2011-10-24,600,1212.00,-686.65,74.65
85099B,JUMBO BAG RED RETROSPOT,2011-10-31,1063,,-426.11,
85099B,JUMBO BAG RED RETROSPOT,2011-11-07,2199,,1009.50,
85099B,JUMBO BAG RED RETROSPOT,2011-11-14,1602,,230.66,
85099B,JUMBO BAG RED RETROSPOT,2011-11-21,753,,211.04,
85099B,JUMBO BAG RED RETROSPOT,2011-11-28,1050,,861.19,
85099B,JUMBO BAG RED RETROSPOT,2011-12-05,451,,-19.11,
21212,PACK OF 72 RETROSPOT CAKE CASES,2009-11-30,1528,,87.26,
21212,PACK OF 72 RETROSPOT CAKE CASES,2009-12-07,1121,,-348.28,
21212,PACK OF 72 RETROSPOT CAKE CASES,2009-12-14,1591,,392.03,
21212,PACK OF 72 RETROSPOT CAKE CASES,2009-12-21,764,,-929.20,
21212,PACK OF 72 RETROSPOT CAKE CASES,2009-12-28,0,,,
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-01-04,771,,-515.97,
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-01-11,505,1014.85,-341.78,-168.07
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-01-18,1203,998.38,627.18,-422.57
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-01-25,1445,965.15,176.99,302.86
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-02-01,972,942.85,-71.43,100.59
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-02-08,905,951.77,-182.74,135.97
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-02-15,881,994.77,-156.93,43.16
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-02-22,1507,1068.08,202.22,236.70
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-03-01,1314,1129.23,61.41,123.36
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-03-08,689,1097.54,-160.47,-248.07
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-03-15,1301,1099.62,398.72,-197.34
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-03-22,880,1098.54,-208.05,-10.49
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-03-29,559,1099.00,-289.78,-250.22
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-04-05,1724,1103.46,228.72,391.82
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-04-12,1300,1102.54,-3.55,201.01
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-04-19,791,1065.77,189.53,-464.30
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-04-26,1472,1124.77,-45.01,392.24
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-05-03,958,1079.85,-26.36,-95.49
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-05-10,911,1049.31,408.72,-547.03
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-05-17,939,1121.46,-112.39,-70.07
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-05-24,1495,1076.31,52.18,366.51
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-05-31,836,1041.46,-312.13,106.66
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-06-07,1456,1094.54,208.11,153.36
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-06-14,717,1042.46,-46.39,-279.07
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-06-21,483,994.08,-463.55,-47.53
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-06-28,1497,1070.08,26.91,400.01
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-07-05,1137,1140.69,264.14,-267.84
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-07-12,847,1056.23,-272.28,63.05
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-07-19,1481,1076.31,66.87,337.82
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-07-26,795,1017.15,123.87,-346.03
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-08-02,329,1039.38,-443.05,-267.34
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-08-09,1899,1082.23,232.95,583.82
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-08-16,1857,1066.77,868.11,-77.87
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-08-23,397,1189.38,-470.39,-321.99
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-08-30,1097,1244.31,-181.82,34.51
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-09-06,687,1234.85,-261.55,-286.30
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-09-13,1006,1220.85,48.07,-262.91
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-09-20,1040,1279.77,49.18,-288.95
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-09-27,1296,1202.15,-119.55,213.39
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-10-04,2731,1189.00,704.37,837.63
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-10-11,1561,1259.00,101.76,200.24
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-10-18,1358,1316.08,-29.66,71.59
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-10-25,613,1348.15,-392.05,-343.11
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-11-01,1095,1321.85,-223.89,-2.95
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-11-08,890,1346.69,-453.74,-2.95
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-11-15,1686,1247.00,441.95,-2.95
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-11-22,1307,1061.85,248.11,-2.95
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-11-29,1839,989.31,852.64,-2.95
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-12-06,1104,1019.69,87.26,-2.95
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-12-13,664,1015.23,-348.28,-2.95
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-12-20,1363,973.92,392.03,-2.95
21212,PACK OF 72 RETROSPOT CAKE CASES,2010-12-27,0,932.15,-929.20,-2.95
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-01-03,324,842.92,-515.97,-2.95
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-01-10,618,797.62,-341.78,162.16
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-01-17,1753,709.15,627.18,416.66
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-01-24,555,686.77,176.99,-308.76
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-01-31,558,735.92,-71.43,-106.49
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-02-07,347,671.62,-182.74,-141.87
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-02-14,526,732.00,-156.93,-49.07
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-02-21,718,758.38,202.22,-242.61
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-02-28,689,756.85,61.41,-129.26
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-03-07,813,731.31,-160.47,242.16
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-03-14,1303,712.85,398.72,191.43
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-03-21,527,730.46,-208.05,4.59
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-03-28,785,830.46,-289.78,244.32
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-04-04,667,836.00,228.72,-397.72
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-04-11,598,808.46,-3.55,-206.91
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-04-18,1421,773.08,189.53,458.39
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-04-25,315,758.15,-45.01,-398.14
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-05-02,787,723.77,-26.36,89.59
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-05-09,1647,697.15,408.72,541.13
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-05-16,598,646.23,-112.39,64.16
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-05-23,360,680.23,52.18,-372.41
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-05-30,229,653.69,-312.13,-112.57
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-06-06,619,570.15,208.11,-159.26
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-06-13,856,629.23,-46.39,273.16
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-06-20,181,602.92,-463.55,41.63
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-06-27,123,502.00,26.91,-405.91
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-07-04,1109,582.92,264.14,261.93
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-07-11,253,594.23,-272.28,-68.95
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-07-18,335,611.85,66.87,-343.72
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-07-25,1083,619.00,123.87,340.13
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-08-01,445,626.62,-443.05,261.43
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-08-08,335,691.77,232.95,-589.72
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-08-15,1650,709.92,868.11,71.97
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-08-22,507,661.31,-470.39,316.09
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-08-29,458,680.23,-181.82,-40.41
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-09-05,712,693.15,-261.55,280.39
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-09-12,955,649.92,48.07,257.01
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-09-19,1028,695.77,49.18,283.05
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-09-26,359,697.85,-119.55,-219.30
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-10-03,477,616.15,704.37,-843.53
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-10-10,499,603.38,101.76,-206.14
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-10-17,503,610.15,-29.66,-77.49
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-10-24,521,575.85,-392.05,337.20
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-10-31,1041,,-223.89,
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-11-07,362,,-453.74,
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-11-14,588,,441.95,
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-11-21,341,,248.11,
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-11-28,546,,852.64,
21212,PACK OF 72 RETROSPOT CAKE CASES,2011-12-05,266,,87.26,
22197,POPCORN HOLDER,2009-11-30,677,,-205.49,
22197,POPCORN HOLDER,2009-12-07,153,,-65.87,
22197,POPCORN HOLDER,2009-12-14,644,,-731.03,
22197,POPCORN HOLDER,2009-12-21,455,,-684.87,
22197,POPCORN HOLDER,2009-12-28,0,,,
22197,POPCORN HOLDER,2010-01-04,21,,176.59,
22197,POPCORN HOLDER,2010-01-11,72,326.62,-232.79,-21.82
22197,POPCORN HOLDER,2010-01-18,23,284.77,-265.83,4.06
22197,POPCORN HOLDER,2010-01-25,621,276.62,91.21,253.18
22197,POPCORN HOLDER,2010-02-01,81,290.62,-292.53,82.91
22197,POPCORN HOLDER,2010-02-08,68,263.38,-218.83,23.45
22197,POPCORN HOLDER,2010-02-15,19,295.92,99.82,-376.74
22197,POPCORN HOLDER,2010-02-22,1412,349.38,915.94,146.68
22197,POPCORN HOLDER,2010-03-01,133,361.08,-217.33,-10.74
22197,POPCORN HOLDER,2010-03-08,47,388.38,-68.37,-273.01
22197,POPCORN HOLDER,2010-03-15,826,379.31,229.24,217.45
22197,POPCORN HOLDER,2010-03-22,101,388.69,-321.14,33.45
22197,POPCORN HOLDER,2010-03-29,423,397.92,232.51,-207.44
22197,POPCORN HOLDER,2010-04-05,716,411.08,123.44,181.49
22197,POPCORN HOLDER,2010-04-12,224,319.23,-91.64,-3.59
22197,POPCORN HOLDER,2010-04-19,378,320.08,-297.33,355.26
22197,POPCORN HOLDER,2010-04-26,503,363.92,-203.56,342.64
22197,POPCORN HOLDER,2010-05-03,203,348.46,-309.22,163.76
22197,POPCORN HOLDER,2010-05-10,188,355.15,-322.72,155.56
22197,POPCORN HOLDER,2010-05-17,190,350.23,165.78,-326.01
22197,POPCORN HOLDER,2010-05-24,218,316.54,1825.86,-1924.40
22197,POPCORN HOLDER,2010-05-31,144,358.23,-222.37,8.14
22197,POPCORN HOLDER,2010-06-07,617,382.31,-74.37,309.06
22197,POPCORN HOLDER,2010-06-14,625,364.00,-52.56,313.56
22197,POPCORN HOLDER,2010-06-21,188,355.92,-382.49,214.56
22197,POPCORN HOLDER,2010-06-28,359,383.92,-320.79,295.87
22197,POPCORN HOLDER,2010-07-05,278,448.15,-260.41,90.26
22197,POPCORN HOLDER,2010-07-12,766,499.23,-137.76,404.53
22197,POPCORN HOLDER,2010-07-19,691,498.54,40.82,151.64
22197,POPCORN HOLDER,2010-07-26,265,471.85,-255.41,48.56
22197,POPCORN HOLDER,2010-08-02,98,464.69,530.55,-897.24
22197,POPCORN HOLDER,2010-08-09,552,581.69,464.59,-494.28
22197,POPCORN HOLDER,2010-08-16,1025,576.85,47.13,401.03
22197,POPCORN HOLDER,2010-08-23,882,626.15,97.32,158.53
22197,POPCORN HOLDER,2010-08-30,135,593.77,-222.95,-235.82
22197,POPCORN HOLDER,2010-09-06,270,635.92,-417.41,51.49
22197,POPCORN HOLDER,2010-09-13,532,814.15,-438.33,156.18
22197,POPCORN HOLDER,2010-09-20,1709,877.69,213.74,617.56
22197,POPCORN HOLDER,2010-09-27,296,1151.77,-216.56,-639.21
22197,POPCORN HOLDER,2010-10-04,919,1207.23,-453.72,165.49
22197,POPCORN HOLDER,2010-10-11,345,1309.15,-849.06,-115.09
22197,POPCORN HOLDER,2010-10-18,1239,1351.31,-372.18,259.87
22197,POPCORN HOLDER,2010-10-25,2582,1408.38,922.74,250.87
22197,POPCORN HOLDER,2010-11-01,924,1442.85,-512.26,-6.59
22197,POPCORN HOLDER,2010-11-08,4115,1330.77,2790.82,-6.59
22197,POPCORN HOLDER,2010-11-15,1746,1308.00,444.59,-6.59
22197,POPCORN HOLDER,2010-11-22,2207,1299.38,914.21,-6.59
22197,POPCORN HOLDER,2010-11-29,683,1299.31,-609.72,-6.59
22197,POPCORN HOLDER,2010-12-06,1012,1224.08,-205.49,-6.59
22197,POPCORN HOLDER,2010-12-13,980,1052.46,-65.87,-6.59
22197,POPCORN HOLDER,2010-12-20,252,989.62,-731.03,-6.59
22197,POPCORN HOLDER,2010-12-27,0,691.46,-684.87,-6.59
22197,POPCORN HOLDER,2011-01-03,807,637.00,176.59,-6.59
22197,POPCORN HOLDER,2011-01-10,344,568.15,-232.79,8.64
22197,POPCORN HOLDER,2011-01-17,261,544.08,-265.83,-17.24
22197,POPCORN HOLDER,2011-01-24,351,526.15,91.21,-266.36
22197,POPCORN HOLDER,2011-01-31,107,495.62,-292.53,-96.09
22197,POPCORN HOLDER,2011-02-07,239,494.46,-218.83,-36.63
22197,POPCORN HOLDER,2011-02-14,1038,574.62,99.82,363.56
22197,POPCORN HOLDER,2011-02-21,1312,555.92,915.94,-159.86
22197,POPCORN HOLDER,2011-02-28,370,589.77,-217.33,-2.44
22197,POPCORN HOLDER,2011-03-07,779,587.54,-68.37,259.83
22197,POPCORN HOLDER,2011-03-14,583,584.38,229.24,-230.63
22197,POPCORN HOLDER,2011-03-21,237,604.77,-321.14,-46.63
22197,POPCORN HOLDER,2011-03-28,1042,615.23,232.51,194.26
22197,POPCORN HOLDER,2011-04-04,564,635.23,123.44,-194.67
22197,POPCORN HOLDER,2011-04-11,784,885.23,-91.64,-9.59
22197,POPCORN HOLDER,2011-04-18,232,897.77,-297.33,-368.44
22197,POPCORN HOLDER,2011-04-25,310,869.38,-203.56,-355.82
22197,POPCORN HOLDER,2011-05-02,372,858.15,-309.22,-176.94
22197,POPCORN HOLDER,2011-05-09,375,866.46,-322.72,-168.74
22197,POPCORN HOLDER,2011-05-16,1298,819.38,165.78,312.83
22197,POPCORN HOLDER,2011-05-23,4562,824.92,1825.86,1911.22
22197,POPCORN HOLDER,2011-05-30,533,776.69,-222.37,-21.32
22197,POPCORN HOLDER,2011-06-06,410,806.62,-74.37,-322.24
22197,POPCORN HOLDER,2011-06-13,437,816.31,-52.56,-326.74
22197,POPCORN HOLDER,2011-06-20,345,955.23,-382.49,-227.74
22197,POPCORN HOLDER,2011-06-27,430,1059.85,-320.79,-309.05
22197,POPCORN HOLDER,2011-07-04,636,999.85,-260.41,-103.44
22197,POPCORN HOLDER,2011-07-11,157,712.46,-137.76,-417.71
22197,POPCORN HOLDER,2011-07-18,621,745.00,40.82,-164.82
22197,POPCORN HOLDER,2011-07-25,436,753.15,-255.41,-61.74
22197,POPCORN HOLDER,2011-08-01,2178,763.38,530.55,884.06
22197,POPCORN HOLDER,2011-08-08,1735,789.31,464.59,481.10
22197,POPCORN HOLDER,2011-08-15,518,885.08,47.13,-414.21
